OBJECTID,Countyname,ST_Name,ST_Abbr,ST_ID,FIPS,FatalityRa,Confirmedb,DeathsbyPo,PCTPOVALL_,Unemployme,Med_HH_Inc,State_Fata,DateChecke,EM_type,EM_date,EM_notes,url,Thumbnail,Confirmed,Deaths,Age_85,Age_80_84,Age_75_79,Age_70_74,Age_65_69,Beds_Licen,Beds_Staff,Beds_ICU,Ventilator,POP_ESTIMA,POVALL_201,Unemployed,Median_Hou,Recovered,Active,State_Conf,State_Deat,State_Reco,State_Test,AgedPop,NewCases,NewDeaths,TotalPop,NonHispWhP,BlackPop,AmIndop,AsianPop,PacIslPop,OtherPop,TwoMorPop,HispPop,Wh_Alone,Bk_Alone,AI_Alone,As_Alone,NH_Alone,SO_Alone,Two_More,Not_Hisp,Age_Less15,Age_15_24,Age_25_34,Age_Over75,Agetotal,NonHisp,Age_35_64,Age_65_74,Shape__Area,Shape__Length
43,Lowndes,Alabama,AL,01,01085,4.62962962962963,2165.63,100.260677762182,25.1,7.3,68.1081,0,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01085.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,216,10,0,0,0,0,0,0,0,0,0,9974,2474,265,33973,0,0,0,0,0,195794,0,9,0,10236,2505,7586,13,0,0,0,62,70,2546,7601,13,0,0,0,76,10236,1933,1247,1257,782,10236,10166,3971,1046,2627174016.72656,276898.256290643
44,Macon,Alabama,AL,01,01087,2.98507462686567,363.36,10.8465751938825,30.2,5.5,65.145,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:42:44 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01087.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,67,2,393,396,598,902,1253,143,143,0,0,18439,5031,427,32495,0,0,16032,583,0,195794,3542,2,0,19054,2972,15583,43,50,0,9,69,328,3025,15740,63,50,0,107,69,19054,2795,4124,2059,1387,19054,18726,6534,2155,2234045693.32813,240398.698907387
45,Madison,Alabama,AL,01,01089,1.26984126984127,85.94,1.09134860675709,11.9,3.5,127.8142,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01089.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,315,4,5568,7254,8909,13019,16558,1241,1240,99,24,366519,42667,6220,63755,0,0,16032,583,0,195794,51308,6,0,357560,232115,85293,1847,8992,307,1066,10646,17294,243835,86012,1975,9073,324,4500,11841,357560,65069,48706,49503,21731,357560,340266,142974,29577,3127386414.39063,290796.765315673
46,Marengo,Alabama,AL,01,01091,4,786.74,31.4696318053079,24,5,75.646,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01091.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,150,6,356,578,709,942,1105,99,37,5,2,19066,4499,380,37733,0,0,16032,583,0,195794,3690,5,0,19538,8791,10518,51,0,0,7,56,115,8855,10518,51,0,0,58,56,19538,3675,2340,2243,1643,19538,19423,7590,2047,3569092840.05859,315395.201757554
47,Marion,Alabama,AL,01,01093,9.4017094017094,393.11,36.9586399220509,20.2,4.1,75.9548,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01093.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,117,11,684,596,1419,1657,1863,120,97,8,3,29763,5844,513,37887,0,0,16032,583,0,195794,6219,0,0,29965,27559,1047,122,49,0,0,436,752,27886,1097,122,49,0,300,511,29965,5109,3502,3301,2699,29965,29213,11834,3520,2819615216.03516,229577.856528693
48,Marshall,Alabama,AL,01,01095,1.36363636363636,686.72,9.36436754102113,18.3,3.4,92.6866,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01095.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,660,9,1523,1881,3135,4090,5312,150,150,20,7,96109,17341,1441,46233,0,0,16032,583,0,195794,15941,0,0,95145,77297,2456,334,570,46,90,1391,12961,87887,2456,389,570,46,2096,1701,95145,19675,11826,11658,6539,95145,82184,36045,9402,2374771388.89063,270502.164676008
49,Mobile,Alabama,AL,01,01097,5.37170263788969,503.92,27.069028439398,20.8,4.7,87.404,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01097.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,2085,112,7031,7295,11239,15823,22262,1930,1524,246,31,413757,84539,8798,43598,0,0,16032,583,0,195794,63650,31,0,414659,236987,146600,2872,8117,62,1315,6733,11973,243658,147434,2915,8117,62,5004,7469,414659,81409,55551,57210,25565,414659,402686,156839,38085,4443093039.07031,530612.450034575
50,Monroe,Alabama,AL,01,01099,5.88235294117647,161.39,9.49352067214126,21.9,6.2,79.3007,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01099.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,34,2,581,555,581,1127,1216,94,49,8,2,21067,4560,442,39556,0,0,16032,583,0,195794,4060,0,0,21512,11689,8774,346,120,0,0,281,302,11814,8927,346,120,0,24,281,21512,3967,2789,2239,1717,21512,21210,8457,2343,3703260883.07031,332329.449582466
51,Montgomery,Alabama,AL,01,01101,2.35131396957123,640.49,15.0600408392872,20.1,4,99.5169,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01101.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1446,34,3392,3999,6146,7608,11038,1204,1018,86,20,225763,43567,4219,49640,0,0,16032,583,0,195794,32183,62,0,226941,78393,130513,283,6059,39,189,3716,7749,82862,130866,414,6104,56,2522,4117,226941,44853,32046,32995,13537,226941,219192,84864,18646,2903462267.54688,303619.870440914
52,Morgan,Alabama,AL,01,01103,0.4739336492891,177.18,0.839708117458371,13.2,3.5,105.8459,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01103.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,211,1,2204,2623,3407,5089,6542,273,222,23,3,119089,15419,1983,52797,0,0,16032,583,0,195794,19865,7,0,119122,90497,15141,713,775,48,89,2168,9691,95966,15228,740,775,48,4054,2311,119122,22404,14457,14623,8234,119122,109431,47773,11631,2287961617.42578,219378.991828454
53,Perry,Alabama,AL,01,01105,0,393.87,0,35.3,6.5,53.7559,0,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01105.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,36,0,0,0,0,0,0,0,0,0,0,9140,2943,222,26814,0,0,0,0,0,195794,0,0,0,9486,2798,6569,6,21,0,3,0,89,2838,6588,6,21,0,33,0,9486,1678,1993,634,714,9486,9397,3417,1050,2651500890.07031,260114.502700752
54,Pickens,Alabama,AL,01,01107,4.16666666666667,481.49,20.0621927976728,23.1,4.6,75.3513,0,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01107.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,96,4,0,0,0,0,0,0,0,0,0,19938,4177,356,37586,0,0,0,0,0,195794,0,1,0,20298,10925,8148,25,13,8,8,239,932,11362,8367,25,13,8,262,261,20298,3217,2516,2645,1592,20298,19366,8191,2137,3307318435.16797,265916.943157282
55,Pike,Alabama,AL,01,01109,0,518.93,0,23.6,4.5,74.6958,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01109.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,173,0,503,521,1043,1368,1451,97,97,9,2,33338,7315,686,37259,0,0,16032,583,0,195794,4886,13,0,33403,18765,12661,209,715,3,21,766,263,18960,12697,209,715,3,23,796,33403,5469,8676,3973,2067,33403,33140,10399,2819,2421559339.34766,256361.332687436
56,Randolph,Alabama,AL,01,01111,5.64516129032258,545.65,30.8030803080308,19.7,4,81.2855,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:42:44 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01111.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,124,7,425,480,935,1272,1400,15,15,3,1,22725,4375,383,40546,0,0,16032,583,0,195794,4512,0,0,22574,16991,4413,51,68,51,13,322,665,17443,4547,51,68,51,84,330,22574,4022,2814,2427,1840,22574,21909,8799,2672,2170372668.36328,193166.852455697
57,Russell,Alabama,AL,01,01113,0,256.14,0,21.7,4,78.3946,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:43:21 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01113.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,148,0,748,1067,1309,2059,2593,128,105,10,4,57781,12384,955,39104,0,0,16032,583,0,195794,7776,4,0,58213,27354,24787,160,451,72,240,2029,3120,29256,24957,165,518,72,840,2405,58213,12089,7174,8903,3124,58213,55093,22271,4652,2353043282.25,249921.24671213
58,Shelby,Alabama,AL,01,01117,4.04255319148936,217.89,8.80824451686779,8,2.9,151.687,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01117.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,470,19,2710,3218,5458,7733,11006,286,246,32,6,215707,16916,3219,75663,0,0,16032,583,0,195794,30125,3,0,211261,165058,25166,468,4249,47,471,3677,12125,169598,25455,468,4249,47,7515,3929,211261,41404,26435,26306,11386,211261,199136,86991,18739,3007059064.02344,301649.47308105
59,St. Clair,Alabama,AL,01,01115,0.925925925925926,121.77,1.12752283233736,12,3.5,114.8413,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01115.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,108,1,1190,1796,2359,3515,5031,40,40,6,2,88690,10432,1387,57284,0,0,16032,583,0,195794,13891,2,0,87306,75109,8212,285,700,8,0,903,2089,76224,8252,315,737,8,689,1081,87306,16578,10030,11293,5345,87306,85217,35514,8546,2452311406.03125,293426.689179112
60,Sumter,Alabama,AL,01,01119,2.85714285714286,1654.72,47.2775982980065,34.7,5.9,55.8509,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01119.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,210,6,247,414,353,568,616,33,33,6,0,12691,4076,281,27859,0,0,16032,583,0,195794,2198,6,0,12985,3201,9345,8,338,0,51,29,13,3201,9346,8,338,0,59,33,12985,2056,3071,1154,1014,12985,12972,4506,1184,3341662200.07813,368580.424529434
61,Talladega,Alabama,AL,01,01121,3.125,120.26,3.75807987172421,19.3,4.3,83.4586,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01121.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,96,3,1403,1628,2409,3554,4763,290,207,14,4,79828,14825,1497,41630,0,0,16032,583,0,195794,13757,1,0,80565,50655,25992,301,450,28,70,1251,1818,51720,26010,345,470,28,678,1314,80565,14137,10306,9849,5440,80565,78747,32516,8317,2831456477.36328,326831.604748
62,Tallapoosa,Alabama,AL,01,01123,15.3658536585366,1012.42,155.567079042892,19.7,4.2,84.6114,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01123.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,410,63,850,1069,1320,2479,2556,127,80,14,2,40497,7839,744,42205,0,0,16032,583,0,195794,8274,2,0,40636,28000,11012,130,155,0,0,385,954,28251,11145,130,155,0,555,400,40636,7078,4976,4290,3239,40636,39682,16018,5035,2821568403.29688,265468.528635669
63,Tuscaloosa,Alabama,AL,01,01125,1.89873417721519,302.52,5.74407283484354,16.8,3.7,105.3648,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01125.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,632,12,2918,2943,4392,6725,8707,1003,804,57,33,208911,33330,3714,52557,0,0,16032,583,0,195794,25685,25,0,206213,127767,65058,283,3282,73,114,2199,7437,132877,65260,393,3302,73,1983,2325,206213,36017,42642,30419,10253,206213,198776,71450,15432,5022303369.25391,348567.975643885
64,Walker,Alabama,AL,01,01127,0.354609929078014,442.62,1.56958766931927,17.9,4.2,91.0848,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01127.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,282,1,1216,1406,2275,3549,3578,267,207,12,4,63711,11231,1068,45434,0,0,16032,583,0,195794,12024,10,0,64493,57475,3954,55,309,0,80,1075,1545,58547,4007,109,319,0,338,1173,64493,11825,7694,7589,4897,64493,62948,25361,7127,3025830355.78906,286959.258598302
65,Washington,Alabama,AL,01,01129,9.23076923076923,396.87,36.6345097081451,17.6,5.8,89.06,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:41:19 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01129.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,65,6,175,414,583,863,1003,25,15,3,1,16378,2846,389,44424,0,0,16032,583,0,195794,3038,0,0,16643,10835,4086,1218,62,0,0,260,182,11003,4086,1227,62,0,5,260,16643,2927,2247,1696,1172,16643,16461,6735,1866,3881916292.94141,314239.168221767
66,Wilcox,Alabama,AL,01,01131,5.3030303030303,1242.12,65.8699538910323,33.4,9.6,50.8911,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01131.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,132,7,238,329,266,445,707,30,21,4,0,10627,3504,262,25385,0,0,16032,583,0,195794,1985,10,0,10809,2901,7511,11,0,0,0,316,70,2903,7511,22,0,0,57,316,10809,2093,1512,1161,833,10809,10739,4058,1152,3275481180.20703,312699.18899871
67,Winston,Alabama,AL,01,01133,0,325.44,0,18.6,4.2,82.5084,3.63647704590818,05/28/2020 00:50:22,Govt Ordered Community Quarantine,4/3/2020 10:40:51 PM,AL Governor issued a Shelter In Place order.,https://bao.arcgis.com/covid-19/jhu/county/01133.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,77,0,532,543,967,1467,1518,49,49,4,2,23660,4338,410,41156,0,0,16032,583,0,195794,5027,2,0,23875,22428,90,93,31,9,0,490,734,23001,90,93,31,9,161,490,23875,4092,2599,2584,2042,23875,23141,9573,2985,2395356235.30078,201771.421927884
68,Aleutians East,Alaska,AK,02,02013,0,0,0,15.5,3,93.5511,0,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02013.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,0,0,0,0,0,0,0,0,0,3515,544,69,70081,0,0,0,0,0,46363,0,0,0,3425,515,117,1322,878,25,0,222,346,605,144,1349,878,25,159,265,3425,380,408,493,90,3425,3079,1842,212,55553901017.7656,8032941.34106491
69,Aleutians West,Alaska,AK,02,02016,0,0,0,10,3.5,110.3068,0,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02016.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,0,0,0,0,0,0,0,0,0,5723,550,128,82633,0,0,0,0,0,46363,0,0,0,5750,1389,246,634,2270,147,4,262,798,1699,246,651,2300,148,314,392,5750,839,804,998,75,5750,4952,2775,259,25578230017.5078,6828028.66944874
70,Anchorage,Alaska,AK,02,02020,1.93236714975845,71,1.37203383435436,9.5,5.5,109.6126,2.4330900243309,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02020.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,207,4,2626,3030,4338,7997,11501,1102,979,109,21,291538,27075,8348,82113,0,0,411,10,0,46363,29492,0,0,296112,173209,15671,20443,27938,6694,800,24510,26847,186522,16439,21876,28445,6890,6813,29127,296112,61523,42595,51563,9994,296112,269265,110939,19498,18912867596.5781,888455.130596712
71,Bethel,Alaska,AK,02,02050,0,16.47,0,32.7,12.8,59.1414,2.4330900243309,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02050.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,3,0,71,134,188,391,500,50,34,6,1,18216,5869,945,44304,0,0,411,10,0,46363,1284,1,0,18040,1794,119,14838,187,3,0,670,429,1986,119,14927,187,3,124,694,18040,5420,2943,2741,393,18040,17611,5652,891,454388308168.594,10713927.0810378
72,Bristol Bay,Alaska,AK,02,02060,0,0,0,11.2,6.3,103.1303,0,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02060.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,0,0,0,0,0,0,0,0,0,877,96,28,77257,0,0,0,0,0,46363,0,0,0,890,480,4,291,3,2,0,78,32,501,4,291,3,2,8,81,890,162,83,91,32,890,858,469,53,5144330592.8125,315627.712177416
73,Denali,Alaska,AK,02,02068,0,0,0,6.9,7.8,100.7542,0,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02068.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,0,0,0,0,0,0,0,0,0,2059,135,85,75477,0,0,0,0,0,46363,0,0,0,2232,1810,18,44,101,0,5,245,9,1810,18,44,101,0,5,254,2232,206,425,269,55,2232,2223,1170,107,167605148522.703,2079927.79365781
74,Dillingham,Alaska,AK,02,02070,0,0,0,22,8.2,72.7841,2.4330900243309,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02070.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,33,32,92,114,159,16,16,3,1,5000,1091,166,54524,0,0,411,10,0,46363,430,0,0,4975,789,67,3534,76,3,0,333,173,875,67,3587,76,3,34,333,4975,1302,771,728,157,4975,4802,1744,273,196015072015.313,3983601.83550366
75,Fairbanks North Star,Alaska,AK,02,02090,2.35294117647059,85.88,2.02079396995079,8.6,5.8,99.1403,2.4330900243309,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:26:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02090.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,85,2,573,883,1263,1952,4453,175,145,13,2,98971,8104,2675,74268,0,0,411,10,0,46363,9124,0,0,99653,70188,4250,6693,2924,525,88,7034,7951,75281,4493,7233,3068,561,1227,7790,99653,20773,17042,18315,2719,99653,91702,34399,6405,105969911418.703,1824564.30973924
76,Haines,Alaska,AK,02,02100,0,0,0,10.5,9.5,78.683,0,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:27:55 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02100.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,0,0,0,0,0,0,0,0,0,2474,259,104,58943,0,0,0,0,0,46363,0,0,0,2518,1959,1,212,74,4,0,171,97,2040,1,217,74,4,11,171,2518,485,161,301,102,2518,2421,957,512,23021265394.6328,2338758.88569822
77,Hoonah-Angoon,Alaska,AK,02,02105,0,0,0,17.2,12.6,68.3308,0,05/28/2020 00:50:22,Govt Ordered Community Quarantine,3/28/2020 5:27:55 PM, ,https://bao.arcgis.com/covid-19/jhu/county/02105.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,0,0,0,0,0,0,0,0,0,2151,370,146,51188,0,0,0,0,0,46363,0,0,0,2132,921,65,769,60,3,0,172,142,971,68,821,60,3,24,185,2132,296,156,226,103,2132,1990,1039,312,69477447764.4063,9091912.52561093
